Time_s,Bx_nT,By_nT,Bz_nT,zAut_m
38499.7,371.383969,-217.332099,60.9225256,22.6
38499.8,370.155812,-226.419452,54.7885453,22.6
38499.9,349.156427,-246.359402,64.3441962,22.6
38500.0,360.140618,-264.162877,73.6963128,22.6
38500.1,390.607948,-262.466617,54.6093868,22.6
38500.2,394.52723,-261.632538,55.573098,22.6
38500.3,378.139548,-267.789948,73.9711428,22.6
38500.4,370.628113,-256.544515,70.2414947,22.6
38500.5,377.78362,-242.397505,55.6457102,22.6
38500.6,379.399827,-215.163365,54.8868296,22.6
38500.7,380.368067,-194.085755,47.8265822,22.6
38500.8,366.161938,-161.784526,49.0573852,22.6
38500.9,370.042747,-143.999714,55.8221019,22.6
38501.0,398.360472,-112.686204,28.2919297,22.6
38501.1,402.022806,-91.3053441,20.9830077,22.6
38501.2,405.696409,-78.9212776,22.4296241,22.6
38501.3,404.545505,-79.0268879,25.0409177,22.6
38501.4,420.043835,-78.4200604,6.98433411,22.6
38501.5,415.447366,-78.8059749,20.1949958,22.6
38501.6,416.863295,-70.8821223,13.0800997,22.6
38501.7,409.236176,-52.131475,5.40315444,22.6
38501.8,408.505197,-63.0600021,11.8573991,22.6
38501.9,406.063027,-71.2787147,16.3594459,22.6
38502.0,392.373488,-90.6856647,30.9500151,22.6
38502.1,399.140608,-96.1418796,37.6030843,22.6
38502.2,396.021083,-97.2820053,34.9642659,22.6
38502.3,396.766038,-89.9886567,30.7077209,22.6
38502.4,403.310838,-85.1120864,35.3152537,22.6
38502.5,395.282264,-69.5766395,29.4624309,22.6
38502.6,395.721569,-52.829532,31.7605467,22.6
38502.7,401.565644,-45.4613797,30.1731855,22.6
38502.8,401.817434,-29.5072795,17.0991686,22.6
38502.9,397.885704,-29.2558622,23.5618972,22.6
38503.0,401.850891,-30.9503529,28.4516142,22.6
38503.1,400.103649,-32.3858363,27.3963207,22.6
38503.2,407.397041,-25.2813851,22.9545423,22.6
38503.3,418.911442,-3.7154883,15.5703976,22.6
38503.4,416.558291,8.80041949,8.84081989,22.6
38503.5,417.790913,19.9137101,5.98226153,22.6
38503.6,413.562162,23.2839302,12.5682419,22.6
38503.7,403.59475,29.2159021,10.0887133,22.6
38503.8,400.601398,34.0252955,6.97995876,22.6
38503.9,402.041351,44.4028219,8.48058319,22.6
38504.0,404.444471,54.6594552,0.771088104,22.6
38504.1,391.527534,47.5277814,14.5567294,22.6
38504.2,388.321828,33.1912348,35.2723034,22.6
38504.3,404.215364,42.4909884,11.8195044,22.6
38504.4,418.006352,53.990651,-14.5179918,22.6
38504.5,404.17705,50.7375343,0.650283044,22.6
38504.6,405.389277,48.4348618,-8.52298005,22.6
38504.7,402.277973,46.5289559,-2.41619452,22.6
38504.8,391.757123,38.9091399,13.0730292,22.6
38504.9,415.717631,49.5940382,-9.68158892,22.6
38505.0,420.333868,59.2544682,-20.2205866,22.6
38505.1,398.633659,61.1648019,-0.726274113,22.6
38505.2,401.250127,62.389369,-8.72060001,22.6
38505.3,403.889495,64.4939717,-13.0529236,22.6
38505.4,391.780679,68.6212468,7.97874667,22.6
38505.5,418.202115,68.1485823,-12.3241455,22.6
38505.6,425.378786,58.9037215,-16.8256034,22.6
38505.7,407.939582,43.1613433,5.1041182,22.6
38505.8,411.36857,37.0465219,2.09804223,22.6
38505.9,414.041407,30.8881519,1.9090446,22.6
38506.0,403.173685,30.2781375,16.6176707,22.6
38506.1,401.746887,27.3207209,12.1453544,22.6
38506.2,431.876153,39.5035519,-14.438137,22.6
38506.3,411.018948,31.5688974,4.15251249,22.6
38506.4,412.691584,31.1886087,-4.73474148,22.6
38506.5,420.770492,36.8364,-13.4193664,22.6
38506.6,421.020112,45.8942252,-7.77580307,22.6
38506.7,416.766463,51.4780016,-7.20135775,22.6
38506.8,403.700988,64.9518044,-5.53855394,22.6
38506.9,408.629465,70.7940802,5.75667508,22.6
38507.0,420.296263,79.5541494,-10.1379391,22.6
38507.1,426.696786,71.017839,-21.2486986,22.6
38507.2,424.051859,61.9427124,-12.8093761,22.6
38507.3,411.136422,57.5365317,-8.56632917,22.6
38507.4,412.648606,56.2636735,-1.19770041,22.6
38507.5,411.451942,53.3086457,8.76688149,22.6
38507.6,407.448505,39.0613558,4.96310263,22.6
38507.7,391.47125,31.6259105,14.408934,22.6
38507.8,395.430875,14.3861619,27.4047449,22.6
38507.9,427.574567,38.1484877,-3.55100882,22.6
38508.0,426.271797,34.0944133,-13.4501236,22.6
38508.1,404.805174,29.6648673,8.51670432,22.6
38508.2,399.831091,53.0839237,-7.87658023,22.6
38508.3,396.366899,87.669907,-23.1301467,22.6
38508.4,403.073793,88.5416672,-27.2209784,22.6
38508.5,409.313231,66.3600192,-23.3950208,22.6
38508.6,410.26818,40.6947465,-9.24501643,22.6
38508.7,396.22214,21.8111489,25.8687469,22.6
38508.8,393.451304,6.85167796,29.5637785,22.6
38508.9,413.220263,6.56680088,6.67644959,22.6
38509.0,415.946611,-12.6348744,13.5502054,22.6
38509.1,400.499018,-21.5923351,29.3411365,22.6
38509.2,399.6168,-33.0798826,28.7555423,22.6
38509.3,399.982918,-59.6533406,37.4670267,22.6
38509.4,392.598735,-73.794507,41.7612817,22.6
38509.5,390.144898,-94.3622288,43.7272166,22.6
38509.6,369.678001,-117.384377,63.6843142,22.6
38509.7,369.410991,-149.545959,64.9625198,22.6
38509.8,396.116268,-157.575198,46.3765421,22.6
38509.9,410.795831,-175.300076,43.9026915,22.6
38510.0,398.659864,-192.342159,57.4604268,22.6
38510.1,390.712401,-207.620648,71.3287888,22.6
38510.2,392.354019,-216.078562,80.9799417,22.6
38510.3,385.710077,-209.692089,78.6685461,22.6
38510.4,386.266424,-217.991681,79.1054939,22.6
38510.5,388.564,-223.078825,82.9694365,22.6
38510.6,384.244018,-229.719821,91.0713579,22.6
38510.7,382.532989,-225.976401,92.7564892,22.6
38510.8,369.404529,-228.579579,93.5700834,22.6
38510.9,370.488466,-228.220352,84.3032657,22.6
38511.0,382.160076,-218.244383,72.7745435,22.6
38511.1,392.560068,-211.166912,70.462035,22.6
38511.2,388.744522,-202.115623,61.2074853,22.6
38511.3,382.794146,-209.107144,64.4369395,22.6
38511.4,388.110519,-219.599607,67.6352543,22.6
38511.5,394.578915,-222.679956,70.9452849,22.6
38511.6,392.368515,-239.746304,84.3523367,22.6
38511.7,409.632691,-248.480986,70.0063163,22.6
38511.8,412.14774,-254.407026,65.7939321,22.6
38511.9,411.426702,-256.382118,64.3273464,22.6
38512.0,416.507068,-247.917653,60.1356855,22.6
38512.1,393.058918,-240.100288,67.8922811,22.6
38512.2,402.266617,-229.614958,59.4688741,22.6
38512.3,400.331604,-225.091521,66.1293148,22.6
38512.4,390.420244,-226.927634,64.2393069,22.6
38512.5,373.555452,-222.666928,81.1375843,22.6
38512.6,389.017044,-214.456887,80.967179,22.6
38512.7,387.577636,-216.653189,78.8013063,22.6
38512.8,390.438244,-199.537338,73.4610118,22.6
38512.9,397.201664,-186.315435,75.3525359,22.6
38513.0,421.557603,-188.709091,58.6487029,22.6
38513.1,414.245785,-186.844093,61.6894244,22.6
38513.2,414.69484,-198.071219,66.6133426,22.6
38513.3,411.123921,-193.883455,66.7006187,22.6
38513.4,413.630646,-195.67223,66.406207,22.6
38513.5,416.698775,-205.931364,70.8079704,22.6
38513.6,417.121167,-180.612102,63.476836,22.6
38513.7,421.29873,-161.445897,54.7552763,22.6
38513.8,411.947349,-132.164895,57.1589126,22.6
38513.9,404.444585,-114.430698,61.423282,22.6
38514.0,410.585513,-107.840726,54.8374262,22.6
38514.1,406.22287,-101.838546,70.6698255,22.6
38514.2,397.295361,-105.588561,63.5586762,22.6
38514.3,398.353686,-99.7341963,51.2424588,22.6
38514.4,401.247093,-100.107484,50.6474877,22.6
38514.5,403.328044,-90.466391,52.261879,22.6
38514.6,415.939249,-75.2248583,40.2537577,22.6
38514.7,414.334784,-71.8791518,37.8714823,22.6
38514.8,414.448077,-78.6748863,33.4724683,22.6
38514.9,416.195213,-73.0929337,19.7651975,22.6
38515.0,416.843127,-53.7990485,13.9906413,22.6
38515.1,419.049672,-44.0069512,8.1919448,22.6
38515.2,428.056594,-27.662717,8.4754549,22.6
38515.3,437.32527,-27.7891793,15.6165748,22.6
38515.4,427.808971,-27.9063202,10.5300213,22.6
38515.5,422.199344,-39.8201202,6.39466193,22.6
38515.6,425.164834,-42.7407742,8.14052815,22.6
38515.7,420.321008,-49.4596508,12.453613,22.6
38515.8,420.191438,-52.3970209,11.9342564,22.6
38515.9,411.492941,-62.732355,19.9138306,22.6
38516.0,400.11612,-71.5649863,40.0015526,22.6
38516.1,402.775832,-85.7186004,37.8951097,22.6
38516.2,407.338387,-110.123932,46.4140347,22.6
38516.3,400.404183,-127.2881,56.9908371,22.6
38516.4,412.554004,-122.632313,55.8249952,22.6
38516.5,415.928848,-135.92979,59.1609119,22.6
38516.6,415.907161,-138.956069,61.4493874,22.6
38516.7,416.959118,-146.773261,58.537148,22.6
38516.8,414.230941,-165.481827,63.7672698,22.6
38516.9,407.168822,-186.018747,69.8360777,22.6
38517.0,398.669306,-191.734958,86.084562,22.6
38517.1,395.241352,-201.753808,103.740485,22.6
38517.2,414.061636,-206.509078,88.1300635,22.6
38517.3,420.121559,-213.218625,73.3475381,22.6
38517.4,410.883365,-224.235812,93.705406,22.6
38517.5,412.283317,-226.246528,87.0702999,22.6
38517.6,411.834753,-228.767815,82.2289349,22.6
38517.7,407.082525,-234.382448,103.857943,22.6
38517.8,418.333763,-240.28591,75.2018285,22.6
38517.9,405.610082,-245.415817,88.5047636,22.6
38518.0,409.023886,-259.901973,97.8037411,22.6
38518.1,403.612101,-263.087991,108.776228,22.6
38518.2,416.354372,-269.140902,86.5474491,22.6
38518.3,410.289939,-288.803742,107.240441,22.6
38518.4,409.078585,-314.079757,110.588669,22.6
38518.5,409.502521,-342.550913,108.956419,22.6
38518.6,400.02522,-345.116162,131.686165,22.6
38518.7,415.833757,-356.359162,103.813588,22.6
38518.8,409.908267,-365.613858,112.81538,22.6
38518.9,407.084472,-373.023481,121.114562,22.6
38519.0,403.213503,-386.347732,132.088574,22.6
38519.1,394.931845,-384.310836,131.536743,22.6
38519.2,402.282775,-395.433411,132.777511,22.6
38519.3,410.475103,-395.77968,114.420184,22.6
38519.4,393.581102,-399.988271,133.54381,22.6
38519.5,390.449878,-410.105698,140.10489,22.6
38519.6,387.28976,-399.450879,144.9433,22.6
38519.7,407.923489,-386.600957,119.446848,22.6
38519.8,412.950404,-376.20498,117.074072,22.6
38519.9,398.447331,-379.09012,128.560425,22.6
38520.0,400.428596,-366.017754,127.054194,22.6
38520.1,407.816705,-356.60477,128.861087,22.6
38520.2,402.176977,-358.307074,126.146764,22.6
38520.3,398.785413,-346.856399,129.670366,22.6
38520.4,405.116111,-345.023206,134.198696,22.6
38520.5,420.669156,-332.317795,109.110317,22.6
38520.6,421.863899,-305.496198,88.8197874,22.6
38520.7,412.436359,-288.199731,107.549931,22.6
38520.8,411.141377,-285.917277,106.215962,22.6
38520.9,420.358411,-279.418465,96.4959375,22.6
38521.0,413.966162,-285.173823,112.007619,22.6
38521.1,407.01735,-299.084493,105.347053,22.6
38521.2,399.122353,-299.181689,109.014706,22.6
38521.3,403.305896,-299.471159,116.419218,22.6
38521.4,411.943383,-295.1057,98.5844845,22.6
38521.5,412.174033,-283.66722,85.4790162,22.6
38521.6,402.496668,-264.547174,98.027235,22.6
38521.7,402.955805,-247.652927,89.9665587,22.6
38521.8,394.932624,-240.660843,94.3989265,22.6
38521.9,393.466632,-247.633733,98.1634825,22.6
38522.0,395.645112,-248.010218,90.1968797,22.6
38522.1,395.100693,-257.839323,84.7032998,22.6
38522.2,393.729888,-269.842908,92.0770514,22.6
38522.3,394.387461,-272.822667,89.5692998,22.6
38522.4,393.450877,-267.172434,89.2696252,22.6
38522.5,394.085607,-275.900163,100.75141,22.6
38522.6,396.683404,-268.198451,101.825334,22.6
38522.7,397.432615,-254.567909,88.2031517,22.6
38522.8,410.746345,-236.320254,80.4052288,22.6
38522.9,413.865039,-226.723273,80.953151,22.6
38523.0,414.68571,-223.508157,73.3716785,22.6
38523.1,410.15109,-234.953731,88.6070498,22.6
38523.2,408.774151,-238.08264,86.8593011,22.6
38523.3,401.107575,-244.942053,82.0518104,22.6
38523.4,396.954769,-252.802938,87.4813335,22.6
38523.5,398.771773,-252.245266,83.9611471,22.6
38523.6,399.511997,-251.135329,79.8208058,22.6
38523.7,404.327742,-259.350894,88.7513551,22.6
38523.8,405.169909,-260.341086,83.6802245,22.6
38523.9,403.352943,-260.133433,84.1596081,22.6
38524.0,398.117651,-258.735642,99.4073238,22.6
38524.1,406.250118,-253.211623,84.410492,22.6
38524.2,409.497007,-259.671844,83.6492038,22.6
38524.3,406.780852,-271.775702,91.4812058,22.6
38524.4,404.896697,-262.322831,85.0275328,22.6
38524.5,399.443006,-252.859906,86.9599955,22.6
38524.6,405.929092,-253.808512,91.2471763,22.6
38524.7,391.325228,-255.120683,98.8657909,22.6
38524.8,398.236922,-252.046206,96.5746795,22.6
38524.9,403.695043,-244.99216,96.4785016,22.6
38525.0,398.229971,-236.767484,88.1540041,22.6
38525.1,406.185326,-229.164498,76.3157503,22.6
38525.2,400.734146,-240.014804,83.6729329,22.6
38525.3,392.704086,-240.954106,76.9871284,22.6
38525.4,396.945236,-235.308489,78.2703183,22.6
38525.5,401.318348,-239.772321,85.633211,22.6
38525.6,402.994748,-245.886319,80.5560718,22.6
38525.7,401.147747,-247.425232,84.4065963,22.6
38525.8,403.077294,-246.01388,89.0404708,22.6
38525.9,399.146241,-252.870492,98.5770948,22.6
38526.0,402.124266,-237.91646,90.3511482,22.6
38526.1,405.539952,-235.54073,88.0944649,22.6
38526.2,400.237774,-239.471104,83.7826671,22.6
38526.3,398.877606,-244.297221,87.4681263,22.6
38526.4,406.369585,-247.897191,92.7181055,22.6
38526.5,408.038741,-216.280122,92.3385483,22.6
38526.6,411.433281,-218.782119,72.8040065,22.6
38526.7,410.590141,-212.054516,71.1431999,22.6
38526.8,395.216428,-217.394896,87.5106192,22.6
38526.9,397.339338,-216.670911,84.6887419,22.6
38527.0,398.120314,-220.274723,91.1163462,22.6
38527.1,391.570453,-222.697102,89.4506108,22.6
38527.2,392.293344,-230.173433,88.4937537,22.6
38527.3,389.665086,-229.905366,106.478839,22.6
38527.4,397.382918,-230.854679,87.1080776,22.6
38527.5,402.161399,-227.757414,85.7112415,22.6
38527.6,390.742047,-239.110045,106.406613,22.6
38527.7,393.131835,-234.601357,98.0753921,22.6
38527.8,387.001573,-232.174099,103.539043,22.6
38527.9,383.420673,-235.127125,113.417196,22.6
38528.0,389.873911,-231.66416,103.828629,22.6
38528.1,403.794175,-228.043288,69.2130627,22.6
38528.2,392.743239,-226.977495,89.0166627,22.6
38528.3,389.816881,-226.357745,94.9185429,22.6
38528.4,397.685885,-228.011239,89.9627874,22.6
38528.5,397.416669,-222.143414,94.641807,22.6
38528.6,408.553211,-207.456488,67.6142972,22.6
38528.7,403.561809,-199.101133,79.4005653,22.6
38528.8,403.987202,-188.252814,86.3780749,22.6
38528.9,400.535918,-186.605384,95.3657095,22.6
38529.0,417.821328,-193.732151,65.1644514,22.6
38529.1,406.538498,-186.531317,77.6165837,22.6
38529.2,412.368648,-189.869527,73.9189964,22.6
38529.3,404.587315,-202.914396,89.5968468,22.6
38529.4,400.452813,-214.417208,99.0894263,22.6
38529.5,411.49028,-220.996345,80.6393342,22.6
38529.6,402.309424,-227.07198,89.8274341,22.6
38529.7,404.73204,-229.228986,93.3230493,22.6
38529.8,401.027984,-215.102389,93.138665,22.6
38529.9,400.699245,-212.347403,89.5896194,22.6
38530.0,395.560572,-212.333198,90.4182306,22.6
38530.1,411.419465,-213.318558,74.4748819,22.6
38530.2,410.339775,-220.333471,68.0675529,22.6
38530.3,406.359098,-223.898814,83.5627654,22.6
38530.4,401.141528,-221.9262,81.2104347,22.6
38530.5,400.380946,-217.100704,74.6239728,22.6
38530.6,396.78954,-225.474237,82.2385938,22.6
38530.7,385.529457,-235.967769,98.6927958,22.6
38530.8,387.033843,-231.472502,97.6144123,22.6
38530.9,407.916987,-237.92173,76.8107109,22.6
38531.0,405.239703,-242.656797,78.5161946,22.6
38531.1,393.559945,-238.196631,89.7304961,22.6
38531.2,398.509488,-225.021379,91.8902494,22.6
38531.3,396.062796,-219.120586,81.5785852,22.6
38531.4,385.516554,-206.451309,73.9352804,22.6
38531.5,389.62755,-205.086967,74.5840435,22.6
38531.6,378.445156,-215.828364,88.1225135,22.6
38531.7,386.627237,-245.02187,80.2563606,22.6
38531.8,387.476149,-262.682044,94.6890285,22.6
38531.9,392.212824,-274.296007,96.0218067,22.6
38532.0,399.478974,-263.67609,66.9318302,22.6
38532.1,403.020634,-286.945467,74.5481056,22.6
38532.2,404.761169,-295.592318,75.7913973,22.6
38532.3,395.342765,-296.050796,78.6596189,22.6
38532.4,398.314346,-310.279838,90.4858638,22.6
38532.5,405.405972,-295.398162,81.9448746,22.6
38532.6,407.215529,-278.216474,73.9478315,22.6
38532.7,406.658883,-281.469897,80.1632649,22.6
38532.8,407.879053,-283.622472,74.9298475,22.6
38532.9,403.941165,-284.569,80.9678446,22.6
38533.0,401.012016,-281.335456,84.4851202,22.6
38533.1,398.33921,-273.880581,82.694132,22.6
38533.2,387.320998,-281.376893,83.6114573,22.6
38533.3,383.832447,-277.088894,99.5352838,22.6
38533.4,383.612189,-273.852028,94.3426841,22.6
38533.5,386.89205,-287.301435,94.3497506,22.6
38533.6,387.059269,-302.693702,99.2839137,22.6
38533.7,390.445146,-287.365147,82.8311889,22.6
38533.8,400.555463,-243.147667,57.3155368,22.6
38533.9,399.367942,-253.30183,68.4541473,22.6
38534.0,394.80081,-258.612715,64.5440696,22.6
38534.1,393.766732,-251.234597,58.8381056,22.6
38534.2,395.873878,-246.490006,57.1075975,22.6
38534.3,406.822433,-233.946656,44.8869876,22.6
38534.4,398.603863,-223.05395,47.3994207,22.6
38534.5,398.276358,-233.079509,58.3485949,22.6
38534.6,399.071128,-255.940965,66.0274289,22.6
38534.7,394.258108,-259.905189,64.8932373,22.6
38534.8,398.35161,-257.229775,74.4682724,22.6
38534.9,400.730225,-256.859949,70.0897198,22.6
38535.0,392.917117,-281.929632,80.2916324,22.6
38535.1,383.057202,-285.869103,98.9045441,22.6
38535.2,388.492897,-289.721088,90.9887012,22.6
38535.3,389.427798,-287.403675,89.4110349,22.6
38535.4,390.451127,-277.127179,92.8316655,22.6
38535.5,390.849965,-257.072992,84.9876997,22.6
38535.6,389.563196,-243.273044,82.1643455,22.6
38535.7,392.369284,-245.187932,86.6470111,22.6
38535.8,397.709944,-245.312684,83.1926318,22.6
38535.9,400.253378,-247.355966,79.9179806,22.6
38536.0,402.194177,-256.974225,83.3116176,22.6
38536.1,404.08997,-254.622558,86.8187172,22.6
38536.2,404.02314,-261.318407,86.5183873,22.6
38536.3,402.138161,-257.939178,93.0174464,22.6
38536.4,402.344298,-258.11156,93.7253625,22.6
38536.5,394.059148,-260.364052,92.1314726,22.6
38536.6,393.556332,-248.349557,91.6864954,22.6
38536.7,398.507077,-243.891025,82.7417594,22.6
38536.8,388.335662,-243.614226,86.5086321,22.6
38536.9,390.696349,-253.865472,97.2437648,22.6
38537.0,395.566746,-254.209393,96.5616897,22.6
38537.1,390.968355,-234.701525,107.938137,22.6
38537.2,401.011793,-215.106937,104.154902,22.6
38537.3,412.569285,-196.869205,75.0795171,22.6
38537.4,414.468907,-176.21321,66.4314214,22.6
38537.5,414.570002,-165.95555,65.403848,22.6
38537.6,413.038198,-186.024856,81.5496213,22.6
38537.7,414.544953,-187.324707,87.5698346,22.6
38537.8,416.663714,-201.07985,93.0229272,22.6
38537.9,412.361239,-191.851064,91.9018108,22.6
38538.0,405.780177,-165.315249,85.3432393,22.6
38538.1,401.28137,-148.434757,85.3627318,22.6
38538.2,399.113866,-137.326698,70.7924151,22.6
38538.3,397.740873,-110.040751,54.8698167,22.6
38538.4,411.172738,-85.5496159,50.9970295,22.6
38538.5,415.381409,-87.4554198,47.7151326,22.6
38538.6,415.555965,-105.032309,34.5837003,22.6
38538.7,421.069005,-116.58845,48.8713564,22.6
38538.8,415.170534,-128.86935,42.3464367,22.6
38538.9,400.061399,-132.63935,58.1598311,22.6
38539.0,400.458794,-142.007745,59.7135447,22.6
38539.1,401.244019,-133.516205,51.8130397,22.6
38539.2,407.373589,-130.823519,40.3321704,22.6
38539.3,402.196616,-135.833322,55.3656972,22.6
38539.4,404.919471,-125.827332,51.7435232,22.6
38539.5,405.496637,-103.046088,37.5321777,22.6
38539.6,401.39047,-94.2309689,45.019432,22.6
38539.7,396.234982,-90.6457959,55.427118,22.6
38539.8,395.080763,-88.6774361,50.3651187,22.6
38539.9,405.577294,-85.5572022,57.1769039,22.6
38540.0,413.58124,-95.9476037,35.6675253,22.6
38540.1,408.821277,-95.7571372,32.84036,22.6
38540.2,402.224429,-115.534466,45.2635705,22.6
38540.3,405.199245,-122.797757,52.4467261,22.6
38540.4,401.539787,-129.928557,48.7395992,22.6
38540.5,401.760633,-129.821934,64.0969241,22.6
38540.6,405.910643,-128.793543,54.7683737,22.6
38540.7,396.02669,-137.487632,49.5123122,22.6
38540.8,386.977089,-149.511946,61.3863478,22.6
38540.9,393.389387,-165.724828,61.9689407,22.6
38541.0,391.927586,-156.717932,66.2981032,22.6
38541.1,395.730034,-164.011534,67.132058,22.6
38541.2,394.318308,-177.351089,57.1787267,22.6
38541.3,399.637884,-175.232939,44.6630926,22.6
38541.4,392.450916,-186.093164,72.0708016,22.6
38541.5,394.623827,-191.115304,83.5638,22.6
38541.6,393.565672,-182.896962,78.450702,22.6
38541.7,397.578936,-194.736668,62.2479614,22.6
38541.8,398.634985,-197.148399,72.1782367,22.6
38541.9,409.845544,-206.219186,66.2577813,22.6
38542.0,423.536558,-196.319118,70.8877671,22.6
38542.1,424.428675,-201.145229,47.4497351,22.6
38542.2,414.503263,-159.527486,42.0688569,22.6
38542.3,410.837011,-124.854821,36.2523947,22.6
38542.4,414.324446,-110.221039,29.0317911,22.6
38542.5,411.860471,-121.148069,14.8521374,22.6
38542.6,406.741088,-117.736186,42.0957878,22.6
38542.7,396.795562,-127.224963,39.8725298,22.6
38542.8,396.076543,-149.934243,45.3029956,22.6
38542.9,398.29905,-162.892691,52.0299188,22.6
38543.0,390.192522,-179.862302,51.4394276,22.6
38543.1,397.062761,-178.470102,47.2517372,22.6
38543.2,409.466426,-168.885532,54.6241387,22.6
38543.3,417.807587,-148.003185,50.0312472,22.6
38543.4,406.718161,-150.222329,53.3851429,22.6
38543.5,409.552303,-136.494162,47.3035579,22.6
38543.6,408.262488,-138.364419,34.249188,22.6
38543.7,407.834678,-132.75683,17.3707428,22.6
38543.8,400.714396,-144.575957,44.1889541,22.6
38543.9,396.578223,-141.39683,44.0464788,22.6
38544.0,393.554263,-138.837646,44.4220806,22.6
38544.1,391.152687,-137.06683,45.9261854,22.6
38544.2,388.069619,-127.78101,43.5143519,22.6
38544.3,388.332221,-119.52385,37.1901333,22.6
38544.4,384.211751,-129.669643,43.9809204,22.6
38544.5,390.565772,-132.465907,38.8171617,22.6
38544.6,397.642705,-117.13549,27.6788552,22.6
38544.7,397.447996,-104.142842,24.5928147,22.6
38544.8,397.045331,-98.354035,23.7643986,22.6
38544.9,402.060006,-93.0132285,14.3070206,22.6
38545.0,390.865651,-105.452129,26.0302553,22.6
38545.1,388.032975,-99.8685485,34.6166702,22.6
38545.2,388.040444,-100.297251,26.4952289,22.6
38545.3,400.831073,-93.2371768,27.5499585,22.6
38545.4,403.306209,-89.6970469,12.4184609,22.6
38545.5,397.970377,-90.9427328,21.648536,22.6
38545.6,388.589316,-86.5722595,27.9346985,22.6
38545.7,385.845994,-86.6626131,26.616848,22.6
38545.8,379.031382,-107.433962,25.4570238,22.6
38545.9,385.928149,-123.896487,32.1946346,22.6
38546.0,386.019006,-128.871715,31.3103677,22.6
38546.1,384.732978,-129.740912,29.8684991,22.6
38546.2,390.743659,-118.791907,30.6761572,22.6
38546.3,389.695552,-99.866662,32.0809894,22.6
38546.4,384.90184,-104.510072,23.9012243,22.6
38546.5,387.585826,-100.34753,35.7884704,22.6
38546.6,395.194015,-77.0772841,19.1099071,22.6
38546.7,382.572669,-78.6536469,8.40212168,22.6
38546.8,385.02864,-90.7114996,16.0860178,22.6
38546.9,386.843014,-103.257683,24.3742665,22.6
38547.0,380.262779,-112.375946,30.0818982,22.6
38547.1,380.978081,-125.465464,35.7766807,22.6
38547.2,382.011331,-132.770286,38.002494,22.6
38547.3,380.093692,-127.066873,27.0603303,22.6
38547.4,381.030951,-124.554857,32.5731235,22.6
38547.5,391.806578,-119.550774,36.9188787,22.6
38547.6,392.373113,-108.587504,31.7010996,22.6
38547.7,392.371611,-106.951014,35.7444106,22.6
38547.8,398.385455,-118.123849,41.6750104,22.6
38547.9,391.237146,-116.797702,38.7770534,22.6
38548.0,386.479964,-116.199756,64.470566,22.6
38548.1,385.288396,-114.833071,48.6331272,22.6
38548.2,381.648473,-99.2830862,29.622507,22.6
38548.3,384.348186,-96.9867782,36.0245194,22.6
38548.4,385.850742,-91.1182551,36.6306864,22.6
38548.5,396.796947,-68.4498784,24.9660632,22.6
38548.6,397.474308,-66.6831823,24.1839034,22.6
38548.7,394.733347,-78.0553331,30.4306458,22.6
38548.8,376.459188,-91.4213683,37.4338123,22.6
38548.9,374.00056,-92.9435539,29.7645503,22.6
38549.0,375.438542,-90.5676966,29.1665776,22.6
38549.1,369.144066,-106.435638,30.163779,22.6
38549.2,377.751014,-120.322163,37.2648977,22.6
38549.3,388.289078,-118.146852,37.1513362,22.6
38549.4,391.255078,-114.298074,34.4218352,22.6
38549.5,402.228842,-108.267538,35.649749,22.6
38549.6,382.402798,-104.338223,51.559491,22.6
38549.7,380.585742,-101.956548,54.957576,22.6
38549.8,388.464671,-91.0508103,62.1307439,22.6
38549.9,386.530409,-97.3785349,66.2336793,22.6
38550.0,398.489698,-77.4649377,46.5047843,22.6
38550.1,397.758236,-76.648712,42.0947408,22.6
38550.2,398.775447,-75.1140613,40.1903962,22.6
38550.3,395.364025,-80.5070733,38.6921167,22.6
38550.4,400.464326,-88.040543,44.5431596,22.6
38550.5,407.603296,-78.6367212,40.7644926,22.6
38550.6,402.75585,-74.3136383,38.5604946,22.6
38550.7,403.335148,-85.3461231,45.1070096,22.6
38550.8,399.663631,-103.918444,56.584284,22.6
38550.9,397.501048,-110.469397,58.1120904,22.6
38551.0,403.79076,-110.196106,58.8404439,22.6
38551.1,413.224259,-119.588131,64.1325525,22.6
38551.2,413.520527,-121.454036,59.3483209,22.6
38551.3,415.09718,-130.568457,71.8302272,22.6
38551.4,412.609733,-119.930252,68.66331,22.6
38551.5,405.164115,-120.759029,58.470265,22.6
38551.6,419.281381,-118.310977,59.0676029,22.6
38551.7,428.414583,-108.061384,50.9526798,22.6
38551.8,419.119335,-122.529211,58.7394628,22.6
38551.9,410.189607,-159.451367,73.1510977,22.6
38552.0,404.630586,-144.562491,64.4607557,22.6
38552.1,392.815389,-146.214229,76.3150924,22.6
38552.2,405.632274,-128.634784,69.7101372,22.6
38552.3,402.702877,-126.382216,65.6059426,22.6
38552.4,406.683279,-112.725343,59.8674117,22.6
38552.5,411.84803,-86.970787,47.3530278,22.6
38552.6,400.625189,-64.6261321,33.1318851,22.6
38552.7,411.60886,-40.4965492,30.4974711,22.6
38552.8,421.707201,-41.5146259,27.0059127,22.6
38552.9,421.686222,-32.3384483,31.4631371,22.6
38553.0,429.673035,-2.46042809,19.0674119,22.6
38553.1,431.063282,7.0480962,15.6188382,22.6
38553.2,421.860963,-7.03569069,18.2317257,22.6
