Time_s,Bx_nT,By_nT,Bz_nT,zAut_m,zTrue_m
3186.8,-148.347831,102.988384,-36.9454874,7.8,7.8
3186.9,-143.680458,99.9785483,-38.6649474,7.8,7.8
3187.0,-137.873869,99.8243136,-31.9342199,7.8,7.8
3187.1,-142.442905,111.970837,-36.2961085,7.8,7.8
3187.2,-138.18517,109.268287,-36.3753747,7.8,7.8
3187.3,-140.356529,116.838499,-34.2642577,7.8,7.8
3187.4,-145.592472,127.833709,-52.8784968,7.8,7.8
3187.5,-141.951549,134.274179,-52.7729086,7.8,7.8
3187.6,-141.978619,150.989624,-55.1771874,7.8,7.8
3187.7,-140.507079,157.823778,-65.3792107,7.8,7.8
3187.8,-138.722502,156.933035,-57.814266,7.8,7.8
3187.9,-130.775719,168.151566,-65.1296657,7.8,7.8
3188.0,-127.976497,186.96934,-80.8598763,7.8,7.8
3188.1,-126.488899,182.435974,-77.619787,7.8,7.8
3188.2,-132.533755,164.835319,-65.5057903,7.8,7.8
3188.3,-130.916109,169.107749,-76.4910562,7.8,7.8
3188.4,-129.748432,174.263836,-75.0024623,7.8,7.8
3188.5,-132.737762,181.079392,-74.4119789,7.8,7.8
3188.6,-136.733584,170.304149,-76.5961491,7.8,7.8
3188.7,-129.437523,171.45228,-77.3417087,7.8,7.8
3188.8,-127.269049,180.919886,-80.719027,7.8,7.8
3188.9,-132.51959,173.830889,-79.61865,7.8,7.8
3189.0,-125.379789,187.616791,-79.2571296,7.8,7.8
3189.1,-121.307623,194.494124,-87.2867464,7.8,7.8
3189.2,-136.967072,195.593672,-90.9481566,7.8,7.8
3189.3,-140.793245,214.634978,-93.1289721,7.8,7.8
3189.4,-146.275504,202.082346,-81.4863971,7.8,7.8
3189.5,-141.579606,197.730437,-81.5020004,7.8,7.8
3189.6,-148.645404,220.339948,-90.4513925,7.8,7.8
3189.7,-155.858233,235.328943,-92.5320881,7.8,7.8
3189.8,-159.522323,234.994883,-92.8743363,7.8,7.8
3189.9,-163.34324,228.777629,-84.7522389,7.8,7.8
3190.0,-154.226972,214.608532,-84.0649851,7.8,7.8
3190.1,-155.678405,222.963378,-94.9179822,7.8,7.8
3190.2,-155.950862,234.046754,-100.436582,7.8,7.8
3190.3,-153.766126,239.292615,-108.901479,7.8,7.8
3190.4,-152.11767,229.082213,-104.168142,7.8,7.8
3190.5,-151.524412,217.556418,-101.147833,7.8,7.8
3190.6,-158.682547,205.694382,-88.2176511,7.8,7.8
3190.7,-158.443387,189.412,-87.2850263,7.8,7.8
3190.8,-142.844771,172.51231,-87.4416481,7.8,7.8
3190.9,-148.348594,148.62334,-74.0064629,7.8,7.8
3191.0,-148.903727,131.768857,-71.7783162,7.8,7.8
3191.1,-155.042291,114.385391,-57.0040496,7.8,7.8
3191.2,-151.558326,110.898896,-60.8171806,7.8,7.8
3191.3,-160.234679,103.343108,-50.3173992,7.8,7.8
3191.4,-152.200576,83.9003017,-40.310006,7.8,7.8
3191.5,-163.766415,64.205731,-37.039889,7.8,7.8
3191.6,-147.998497,53.9873557,-43.7950474,7.8,7.8
3191.7,-144.240363,53.5471073,-35.1675247,7.8,7.8
3191.8,-138.262049,45.4469354,-43.4391012,7.8,7.8
3191.9,-145.112397,44.5135106,-45.1146446,7.8,7.8
3192.0,-139.674447,88.2693583,-51.8545325,7.8,7.8
3192.1,-138.497704,97.9193089,-54.2981565,7.8,7.8
3192.2,-142.919133,94.7186763,-56.4315272,7.8,7.8
3192.3,-150.621171,112.22046,-51.3835338,7.8,7.8
3192.4,-146.079241,125.145177,-61.9630491,7.8,7.8
3192.5,-146.419217,115.763562,-66.0489909,7.8,7.8
3192.6,-139.992817,106.880075,-53.3518478,7.8,7.8
3192.7,-136.963119,113.76108,-53.2867305,7.8,7.8
3192.8,-120.071949,140.772049,-68.3007738,7.8,7.8
3192.9,-119.909171,154.213062,-78.3205177,7.8,7.8
3193.0,-118.354181,183.474337,-89.2752869,7.8,7.8
3193.1,-119.376003,201.362464,-100.646153,7.8,7.8
3193.2,-126.191746,206.120515,-96.0626082,7.8,7.8
3193.3,-135.356239,204.553347,-96.0159437,7.8,7.8
3193.4,-139.121947,209.839891,-104.563093,7.8,7.8
3193.5,-132.595069,210.62176,-107.943775,7.8,7.8
3193.6,-126.430555,224.715163,-118.547267,7.8,7.8
3193.7,-132.029302,245.608864,-125.509156,7.8,7.8
3193.8,-144.257158,206.218541,-111.083214,7.8,7.8
3193.9,-142.679973,196.329666,-111.278184,7.8,7.8
3194.0,-142.817254,184.308206,-109.845853,7.8,7.8
3194.1,-146.979919,170.529068,-104.118664,7.8,7.8
3194.2,-142.493483,156.564387,-104.076299,7.8,7.8
3194.3,-149.809558,140.95447,-102.899325,7.8,7.8
3194.4,-149.332117,120.614938,-93.9760779,7.8,7.8
3194.5,-140.736105,127.66253,-99.5233157,7.8,7.8
3194.6,-139.85047,152.230853,-109.212272,7.8,7.8
3194.7,-144.467336,153.77189,-109.316473,7.8,7.8
3194.8,-147.687488,138.352359,-105.030725,7.8,7.8
3194.9,-150.116461,139.328267,-106.468539,7.8,7.8
3195.0,-143.305042,126.05902,-105.415537,7.8,7.8
3195.1,-140.08543,131.376412,-103.285221,7.8,7.8
3195.2,-141.827465,136.944307,-106.234373,7.8,7.8
3195.3,-145.024557,141.154937,-105.378633,7.8,7.8
3195.4,-145.921806,157.600125,-117.00564,7.8,7.8
3195.5,-149.254541,177.85908,-119.438007,7.8,7.8
3195.6,-145.652187,179.629707,-121.890809,7.8,7.8
3195.7,-147.989599,181.917346,-112.061299,7.8,7.8
3195.8,-152.757689,160.397955,-113.114772,7.8,7.8
3195.9,-157.661337,155.328643,-100.520623,7.8,7.8
3196.0,-166.32094,138.476077,-92.5460032,7.8,7.8
3196.1,-158.024431,144.828633,-88.222596,7.8,7.8
3196.2,-163.198585,140.530919,-85.0018779,7.8,7.8
3196.3,-160.0688,151.983361,-84.2435233,7.8,7.8
3196.4,-160.503013,154.522227,-92.9650767,7.8,7.8
3196.5,-155.908956,142.128007,-87.6144569,7.8,7.8
3196.6,-155.256376,148.584802,-89.2800378,7.8,7.8
3196.7,-147.370022,159.852045,-95.8725501,7.8,7.8
3196.8,-143.767862,159.250733,-93.2540051,7.8,7.8
3196.9,-147.31424,157.621136,-95.144852,7.8,7.8
3197.0,-143.0585,144.960532,-90.9855145,7.8,7.8
3197.1,-136.961263,132.057664,-88.6869062,7.8,7.8
3197.2,-137.481384,126.10706,-77.8249825,7.8,7.8
3197.3,-139.494058,114.362184,-75.4293413,7.8,7.8
3197.4,-129.097056,116.232836,-71.805912,7.8,7.8
3197.5,-133.3216,119.499504,-77.0465193,7.8,7.8
3197.6,-146.092033,123.829811,-74.8029721,7.8,7.8
3197.7,-138.085213,125.663404,-82.4401519,7.8,7.8
3197.8,-140.949577,125.023082,-79.7773039,7.8,7.8
3197.9,-140.670896,150.75862,-94.7118607,7.8,7.8
3198.0,-150.271141,161.103779,-96.8275862,7.8,7.8
3198.1,-143.083015,173.133858,-109.286153,7.8,7.8
3198.2,-142.631909,185.494961,-123.902029,7.8,7.8
3198.3,-144.737098,167.52174,-116.091211,7.8,7.8
3198.4,-147.380821,160.769595,-100.890979,7.8,7.8
3198.5,-147.577085,152.679638,-111.990095,7.8,7.8
3198.6,-143.711624,120.39151,-96.1968608,7.8,7.8
3198.7,-151.030066,118.203999,-100.131701,7.8,7.8
3198.8,-145.452894,124.931637,-105.731951,7.8,7.8
3198.9,-145.94594,109.93142,-100.31592,7.8,7.8
3199.0,-146.543311,80.5812192,-90.7279617,7.8,7.8
3199.1,-145.020119,72.8370906,-87.4000411,7.8,7.8
3199.2,-155.658093,55.3170264,-79.0944348,7.8,7.8
3199.3,-136.342265,72.1111436,-94.0480509,7.8,7.8
3199.4,-142.812036,77.8238318,-102.458296,7.8,7.8
3199.5,-123.371822,95.7106342,-97.6255125,7.8,7.8
3199.6,-131.518778,89.1421376,-105.142553,7.8,7.8
3199.7,-138.577206,99.3916598,-102.571405,7.8,7.8
3199.8,-140.221731,112.151794,-100.611776,7.8,7.8
3199.9,-142.114693,109.136736,-103.975845,7.8,7.8
3200.0,-137.582571,121.147394,-121.698392,7.8,7.8
3200.1,-140.446297,125.388044,-120.113084,7.8,7.8
3200.2,-152.608807,131.800076,-123.477557,7.8,7.8
3200.3,-166.493076,119.434505,-114.963192,7.8,7.8
3200.4,-167.546925,101.498795,-100.701149,7.8,7.8
3200.5,-170.261039,87.2066344,-106.209104,7.8,7.8
3200.6,-175.187463,68.8820229,-90.7990831,7.8,7.8
3200.7,-169.714477,66.6327756,-86.6221218,7.8,7.8
3200.8,-165.435122,65.7033731,-83.8122777,7.8,7.8
3200.9,-166.295368,56.6025296,-88.8590278,7.8,7.8
3201.0,-162.278562,40.5751286,-80.8384565,7.8,7.8
3201.1,-153.585306,42.6719243,-79.2506012,7.8,7.8
3201.2,-160.821172,28.5081038,-75.1079654,7.8,7.8
3201.3,-161.416765,18.3956451,-65.9394176,7.8,7.8
3201.4,-158.267873,-1.99074116,-60.7735783,7.8,7.8
3201.5,-165.190069,-18.2258471,-55.1230345,7.8,7.8
3201.6,-158.401019,-32.8952274,-46.8956355,7.8,7.8
3201.7,-162.905123,-48.5167329,-38.8472558,7.8,7.8
3201.8,-159.555641,-70.1416286,-34.8141683,7.8,7.8
3201.9,-158.002308,-78.8372184,-17.9311904,7.8,7.8
3202.0,-164.494461,-94.320007,-14.1078787,7.8,7.8
3202.1,-165.08247,-76.0127759,-18.3650331,7.8,7.8
3202.2,-167.065105,-85.7858982,-7.41724232,7.8,7.8
3202.3,-162.24454,-78.5412896,-8.82927558,7.8,7.8
3202.4,-156.289292,-75.4344674,-11.0232686,7.8,7.8
3202.5,-153.074118,-67.8750473,-9.15990231,7.8,7.8
3202.6,-159.419232,-70.6487819,-13.1667864,7.8,7.8
3202.7,-155.424554,-89.7654978,-11.9126752,7.8,7.8
3202.8,-158.084736,-112.211803,3.60492951,7.8,7.8
3202.9,-156.092398,-112.962057,7.84328146,7.8,7.8
3203.0,-148.405761,-105.913254,0.80819548,7.8,7.8
3203.1,-160.674133,-116.248818,14.5417711,7.8,7.8
3203.2,-163.911384,-115.978651,21.0450911,7.8,7.8
3203.3,-166.79526,-131.113341,20.0898574,7.8,7.8
3203.4,-157.995984,-127.802466,24.7820622,7.8,7.8
3203.5,-161.609569,-122.845709,33.1877348,7.8,7.8
3203.6,-162.031703,-127.414918,13.4243078,7.8,7.8
3203.7,-155.394634,-110.102545,4.78632777,7.8,7.8
3203.8,-164.123131,-123.646321,3.19119763,7.8,7.8
3203.9,-166.539874,-124.787385,-3.26792459,7.8,7.8
3204.0,-159.725301,-118.692704,-2.73409426,7.8,7.8
3204.1,-158.867612,-97.8707266,-1.76909335,7.8,7.8
3204.2,-157.148378,-86.0818157,-10.3372763,7.8,7.8
3204.3,-132.247436,-72.946266,-52.9028237,7.8,7.8
3204.4,-143.780391,-80.8718636,-33.8085962,7.8,7.8
3204.5,-143.404397,-86.3502549,-36.5866393,7.8,7.8
3204.6,-148.598457,-82.9379725,-26.7176376,7.8,7.8
3204.7,-150.955262,-80.6579233,-38.4215213,7.8,7.8
3204.8,-152.1302,-68.0930549,-38.1661033,7.8,7.8
3204.9,-145.173348,-81.1189678,-36.1014816,7.8,7.8
3205.0,-151.60208,-68.8326379,-31.5363888,7.8,7.8
3205.1,-142.391149,-44.5135685,-39.7216828,7.8,7.8
3205.2,-140.6342,-28.3042611,-45.0292078,7.8,7.8
3205.3,-133.395096,-9.008939,-51.6821046,7.8,7.8
3205.4,-128.795491,6.9562512,-64.5582891,7.8,7.8
3205.5,-123.26492,9.13857494,-52.0154367,7.8,7.8
3205.6,-119.783935,-0.349626897,-45.3935096,7.8,7.8
3205.7,-117.87903,-2.70793577,-46.1946328,7.8,7.8
3205.8,-123.558846,-25.6731099,-34.5145969,7.8,7.8
3205.9,-130.898233,-26.1536774,-24.8187102,7.8,7.8
3206.0,-135.050417,7.20919081,-26.2785959,7.8,7.8
3206.1,-133.275931,-9.35115468,-15.9885878,7.8,7.8
3206.2,-126.280779,-2.5604103,-15.2052692,7.8,7.8
3206.3,-140.951444,-7.26391587,-15.3311351,7.8,7.8
3206.4,-139.385764,-9.22862257,-8.12450913,7.8,7.8
3206.5,-144.557293,-18.4412977,-2.91697866,7.8,7.8
3206.6,-145.919834,-23.5455055,0.899710431,7.8,7.8
3206.7,-141.995437,-8.38944252,2.62442887,7.8,7.8
3206.8,-144.18179,-5.98575805,-0.346502799,7.8,7.8
3206.9,-144.301108,-2.97242269,-2.13919295,7.8,7.8
3207.0,-138.826412,3.18471376,-2.12708728,7.8,7.8
3207.1,-140.048072,15.9074391,-7.32702371,7.8,7.8
3207.2,-142.856805,38.2617434,-11.6565002,7.8,7.8
3207.3,-144.631543,12.5492293,-4.27974753,7.8,7.8
3207.4,-155.018303,-1.25200084,2.68227002,7.8,7.8
3207.5,-151.057866,4.92491868,-1.11687934,7.8,7.8
3207.6,-133.074201,10.6268122,-1.19746688,7.8,7.8
3207.7,-121.221817,36.5656426,-14.1291394,7.8,7.8
3207.8,-122.903523,73.9319842,-30.364943,7.8,7.8
3207.9,-125.267832,105.347645,-38.0571093,7.8,7.8
3208.0,-130.350957,128.626681,-37.012352,7.8,7.8
3208.1,-135.444463,134.91869,-46.8351445,7.8,7.8
3208.2,-135.801665,143.068439,-43.8361072,7.8,7.8
3208.3,-128.76877,164.491364,-55.5347749,7.8,7.8
3208.4,-134.795533,172.482439,-58.9617203,7.8,7.8
3208.5,-138.989709,142.736524,-42.6612464,7.8,7.8
3208.6,-132.063575,130.651961,-36.526624,7.8,7.8
3208.7,-130.369394,117.940525,-41.3621578,7.8,7.8
3208.8,-125.19681,111.97727,-45.6892983,7.8,7.8
3208.9,-128.612982,104.488133,-46.7072635,7.8,7.8
3209.0,-135.435127,84.4527319,-42.0619022,7.8,7.8
3209.1,-131.534493,57.9255976,-26.2359666,7.8,7.8
3209.2,-134.704948,42.375014,-27.2662022,7.8,7.8
3209.3,-144.590893,22.4463282,-22.2428708,7.8,7.8
3209.4,-147.546247,14.0497717,-21.4643587,7.8,7.8
3209.5,-144.975337,8.71653978,-21.0285318,7.8,7.8
3209.6,-136.440928,2.10260831,-33.314528,7.8,7.8
3209.7,-135.507423,-5.28374188,-24.539276,7.8,7.8
3209.8,-131.02013,-3.08681422,-32.2457082,7.8,7.8
3209.9,-129.766306,-8.05808774,-39.0869926,7.8,7.8
3210.0,-122.277368,-13.5833711,-33.5305089,7.8,7.8
3210.1,-126.639852,-19.1428576,-38.0556512,7.8,7.8
3210.2,-127.714916,-31.8505534,-32.6962295,7.8,7.8
3210.3,-125.534567,-28.9026861,-26.2605632,7.8,7.8
3210.4,-123.148854,-27.9150969,-27.7397565,7.8,7.8
3210.5,-122.272545,-10.990455,-34.2990538,7.8,7.8
3210.6,-115.90062,4.96851419,-44.1700931,7.8,7.8
3210.7,-116.950572,24.0398832,-50.052438,7.8,7.8
3210.8,-125.070677,36.5169224,-60.9423737,7.8,7.8
3210.9,-123.48548,42.2739128,-57.171515,7.8,7.8
3211.0,-127.955375,55.0406326,-55.6380355,7.8,7.8
3211.1,-132.560411,46.8119707,-53.7081807,7.8,7.8
3211.2,-129.785446,40.9846787,-53.3780868,7.8,7.8
3211.3,-124.784325,40.3338267,-50.6360059,7.8,7.8
3211.4,-129.419828,34.0659615,-45.4459512,7.8,7.8
3211.5,-128.4995,36.2333811,-40.6479773,7.8,7.8
3211.6,-133.829805,49.0093067,-43.655591,7.8,7.8
3211.7,-132.215034,44.2829594,-45.8787937,7.8,7.8
3211.8,-140.062812,31.4001891,-36.6441426,7.8,7.8
3211.9,-131.395245,34.3684224,-36.01589,7.8,7.8
3212.0,-129.757582,38.5014366,-44.5084356,7.8,7.8
3212.1,-123.076605,35.8600793,-45.2591072,7.8,7.8
3212.2,-121.178109,36.1656158,-43.8217015,7.8,7.8
3212.3,-123.908362,48.0318586,-48.6062706,7.8,7.8
3212.4,-114.696571,62.5296763,-56.7951747,7.8,7.8
3212.5,-117.426684,69.961218,-62.4350971,7.8,7.8
3212.6,-115.815462,83.830107,-74.9151979,7.8,7.8
3212.7,-112.322903,83.3192991,-77.4378468,7.8,7.8
3212.8,-115.440264,91.985042,-78.4191685,7.8,7.8
3212.9,-120.165641,85.6260577,-80.7173723,7.8,7.8
3213.0,-117.412376,80.9222371,-80.3351107,7.8,7.8
3213.1,-122.289135,81.87885,-76.6675974,7.8,7.8
3213.2,-122.627648,85.5037171,-78.4151727,7.8,7.8
3213.3,-113.754689,97.2760651,-81.6810954,7.8,7.8
3213.4,-116.281868,101.995055,-83.0710928,7.8,7.8
3213.5,-116.489273,93.4393053,-90.8142405,7.8,7.8
3213.6,-113.461277,94.1990839,-88.0964246,7.8,7.8
3213.7,-116.460668,88.4718971,-85.4947205,7.8,7.8
3213.8,-113.802101,100.309458,-87.7298927,7.8,7.8
3213.9,-112.349744,100.357454,-93.926606,7.8,7.8
3214.0,-122.946514,101.609869,-88.3478374,7.8,7.8
3214.1,-117.141469,99.5784297,-108.517123,7.8,7.8
3214.2,-110.195633,107.138064,-105.525703,7.8,7.8
3214.3,-112.251162,110.310961,-105.897994,7.8,7.8
3214.4,-110.911196,114.698209,-111.597113,7.8,7.8
3214.5,-101.892853,99.0881426,-111.424809,7.8,7.8
3214.6,-102.784076,104.694284,-114.404712,7.8,7.8
3214.7,-115.504978,97.1279877,-114.088872,7.8,7.8
3214.8,-111.554631,86.943599,-111.803123,7.8,7.8
3214.9,-118.129314,74.9452809,-107.932392,7.8,7.8
3215.0,-114.386967,65.2385928,-108.515708,7.8,7.8
3215.1,-110.375173,61.0152177,-102.803461,7.8,7.8
3215.2,-110.594256,65.5635836,-105.370478,7.8,7.8
3215.3,-109.442049,51.8262266,-100.12198,7.8,7.8
3215.4,-99.5737828,41.1497598,-95.7767313,7.8,7.8
3215.5,-95.2586698,32.7623069,-97.8155969,7.8,7.8
3215.6,-90.4786594,10.7659872,-98.9652123,7.8,7.8
3215.7,-93.8865067,1.90214688,-90.0375069,7.8,7.8
3215.8,-96.4977304,-20.9125799,-76.997353,7.8,7.8
3215.9,-105.683186,-28.1947197,-74.0174357,7.8,7.8
3216.0,-104.264113,-40.0916425,-69.0937189,7.8,7.8
3216.1,-104.932228,-26.5493864,-65.9269641,7.8,7.8
3216.2,-104.853319,-18.8884473,-71.46754,7.8,7.8
3216.3,-97.5894935,2.54413168,-76.2802537,7.8,7.8
3216.4,-101.403274,20.3832377,-79.5399188,7.8,7.8
3216.5,-104.174126,24.9516336,-78.3651823,7.8,7.8
3216.6,-102.099283,4.94416582,-70.3636361,7.8,7.8
3216.7,-106.230531,-11.2674307,-53.7233398,7.8,7.8
3216.8,-108.982739,-38.9636755,-48.5789474,7.8,7.8
3216.9,-107.153317,-62.5790168,-32.9875755,7.8,7.8
3217.0,-107.688538,-46.4913362,-32.1934621,7.8,7.8
3217.1,-111.030276,-52.8547113,-36.4582167,7.8,7.8
3217.2,-108.925253,-40.396398,-34.2901642,7.8,7.8
3217.3,-116.883724,-36.8296967,-24.2345284,7.8,7.8
3217.4,-117.848597,-26.8672476,-28.4504988,7.8,7.8
3217.5,-109.138099,-25.7422185,-31.2934896,7.8,7.8
3217.6,-113.423512,17.4117206,-39.6168483,7.8,7.8
3217.7,-118.692997,44.3647598,-61.7545832,7.8,7.8
3217.8,-117.428536,44.0841764,-59.4950208,7.8,7.8
3217.9,-118.450193,7.32259444,-54.9488338,7.8,7.8
3218.0,-108.192336,2.82763012,-55.552972,7.8,7.8
3218.1,-110.027291,-25.710098,-45.2529319,7.8,7.8
3218.2,-103.642523,-33.7181506,-36.4303748,7.8,7.8
3218.3,-112.208465,-67.9793315,-37.4466919,7.8,7.8
3218.4,-115.327283,-97.0765984,-17.7671678,7.8,7.8
3218.5,-117.600868,-118.856225,-8.13045862,7.8,7.8
3218.6,-121.992102,-112.467777,-9.49602764,7.8,7.8
3218.7,-126.289445,-112.243853,-9.47131214,7.8,7.8
3218.8,-128.963089,-77.1150137,-21.3925674,7.8,7.8
3218.9,-128.661105,-74.4129687,-34.0443542,7.8,7.8
3219.0,-114.5856,-87.6021194,-31.6486371,7.8,7.8
3219.1,-115.692871,-113.551242,-16.3532849,7.8,7.8
3219.2,-121.339214,-136.851106,-10.7124305,7.8,7.8
3219.3,-122.123147,-160.534485,10.0920947,7.8,7.8
3219.4,-120.985455,-177.450417,24.6369031,7.8,7.8
3219.5,-125.951777,-178.230589,18.8149026,7.8,7.8
3219.6,-117.665499,-166.122308,19.1075857,7.8,7.8
3219.7,-126.206397,-141.816011,14.8154533,7.8,7.8
3219.8,-135.460345,-127.19711,3.06062987,7.8,7.8
3219.9,-133.172441,-103.446818,-2.83557724,7.8,7.8
3220.0,-137.416483,-103.989856,5.60668873,7.8,7.8
3220.1,-127.609965,-111.473048,-3.95665258,7.8,7.8
3220.2,-127.351461,-143.177014,13.7134704,7.8,7.8
3220.3,-134.208807,-128.636585,7.79719883,7.8,7.8
3220.4,-138.125812,-115.310219,1.13996853,7.8,7.8
3220.5,-133.045894,-101.777723,-11.3865956,7.8,7.8
3220.6,-144.17048,-108.119236,-14.1159012,7.8,7.8
3220.7,-151.540651,-102.481216,-15.5996693,7.8,7.8
3220.8,-150.390674,-114.902875,-8.91350753,7.8,7.8
3220.9,-146.901072,-135.38325,-8.93934879,7.8,7.8
3221.0,-146.936668,-139.595599,-2.20728187,7.8,7.8
3221.1,-141.427728,-151.533504,-1.5907329,7.8,7.8
3221.2,-143.667525,-162.895394,11.244559,7.8,7.8
3221.3,-161.594897,-164.546732,12.3735474,7.8,7.8
3221.4,-159.080396,-168.908362,13.6935834,7.8,7.8
3221.5,-151.695362,-170.394411,12.9829941,7.8,7.8
3221.6,-161.495361,-156.088999,9.46515606,7.8,7.8
3221.7,-168.229035,-161.190262,5.84463206,7.8,7.8
3221.8,-166.157645,-156.411142,8.59923603,7.8,7.8
3221.9,-161.494415,-148.689771,-1.00351134,7.8,7.8
3222.0,-149.783083,-136.51346,-6.64966794,7.8,7.8
3222.1,-138.398099,-141.06816,-15.694252,7.8,7.8
3222.2,-143.731039,-149.223587,-7.09897382,7.8,7.8
3222.3,-137.630799,-185.220162,4.62472772,7.8,7.8
3222.4,-135.790466,-193.419193,9.66893335,7.8,7.8
3222.5,-146.644119,-172.188554,1.13275817,7.8,7.8
3222.6,-150.842398,-163.77255,2.2377579,7.8,7.8
3222.7,-154.369481,-151.305868,1.59502723,7.8,7.8
3222.8,-158.229803,-146.060498,-1.48158526,7.8,7.8
3222.9,-158.377007,-170.179864,12.1029652,7.8,7.8
3223.0,-147.130321,-175.666895,9.32853255,7.8,7.8
3223.1,-150.063721,-179.363622,0.938927139,7.8,7.8
3223.2,-146.43264,-184.689345,-2.22867927,7.8,7.8
3223.3,-147.331258,-164.836926,-9.62539458,7.8,7.8
3223.4,-150.807023,-177.815719,-9.40171015,7.8,7.8
3223.5,-148.294102,-176.187571,-7.31752618,7.8,7.8
3223.6,-151.116979,-202.794173,9.91280999,7.8,7.8
3223.7,-143.720774,-213.267696,7.15093599,7.8,7.8
3223.8,-141.854073,-224.1996,17.0774456,7.8,7.8
3223.9,-139.308285,-226.643166,18.6462382,7.8,7.8
3224.0,-141.389546,-232.989912,12.2163835,7.8,7.8
3224.1,-135.022227,-243.633693,16.5069838,7.8,7.8
3224.2,-139.829078,-255.21754,24.4875459,7.8,7.8
3224.3,-146.510791,-257.006852,27.9882649,7.8,7.8
3224.4,-144.843898,-262.004308,30.466785,7.8,7.8
3224.5,-142.163795,-266.094584,30.0230563,7.8,7.8
3224.6,-140.530548,-255.089769,12.8001637,7.8,7.8
3224.7,-140.179418,-228.392282,5.0090707,7.8,7.8
3224.8,-137.692178,-237.221913,7.24358365,7.8,7.8
3224.9,-134.361469,-241.934773,7.52788172,7.8,7.8
3225.0,-142.618596,-249.797974,15.0363538,7.8,7.8
3225.1,-152.33788,-265.356049,28.2923698,7.8,7.8
3225.2,-159.118211,-269.385222,20.982287,7.8,7.8
3225.3,-158.111192,-278.927714,33.2941594,7.8,7.8
3225.4,-153.896879,-303.188599,27.9401215,7.8,7.8
3225.5,-158.757995,-299.272803,33.6782841,7.8,7.8
3225.6,-154.517786,-311.270689,41.2273403,7.8,7.8
3225.7,-161.47349,-330.37885,52.0811677,7.8,7.8
3225.8,-161.096663,-332.217844,40.758994,7.8,7.8
3225.9,-158.191216,-338.981079,47.3834903,7.8,7.8
3226.0,-162.09481,-342.285606,52.1163257,7.8,7.8
3226.1,-154.883059,-345.123841,49.0330248,7.8,7.8
3226.2,-143.836246,-331.367039,43.2375504,7.8,7.8
3226.3,-140.367911,-302.685704,33.1629491,7.8,7.8
3226.4,-143.364477,-289.057544,28.5639908,7.8,7.8
3226.5,-148.895913,-257.253421,26.7686156,7.8,7.8
3226.6,-162.255653,-250.332451,21.6802284,7.8,7.8
3226.7,-163.071524,-258.865125,13.1581412,7.8,7.8
3226.8,-166.280653,-273.922481,20.767705,7.8,7.8
3226.9,-168.597207,-277.127275,31.4150294,7.8,7.8
3227.0,-167.826363,-311.04294,41.0562756,7.8,7.8
3227.1,-170.567636,-310.50804,42.1701181,7.8,7.8
3227.2,-163.090871,-309.382617,44.0686451,7.8,7.8
3227.3,-172.245415,-297.932062,38.9823869,7.8,7.8
3227.4,-169.309616,-283.007541,30.3991846,7.8,7.8
3227.5,-168.636933,-271.435286,28.641517,7.8,7.8
3227.6,-158.79153,-274.229398,20.677784,7.8,7.8
3227.7,-155.442597,-278.53213,25.1711224,7.8,7.8
3227.8,-153.428445,-261.77426,27.7007982,7.8,7.8
3227.9,-144.408475,-253.298099,16.6441958,7.8,7.8
3228.0,-143.135475,-243.49164,25.1225261,7.8,7.8
3228.1,-136.133965,-224.551971,17.8997227,7.8,7.8
3228.2,-132.994935,-199.357883,4.27761625,7.8,7.8
3228.3,-137.805836,-199.650694,2.59355891,7.8,7.8
3228.4,-143.298312,-210.855481,12.3825965,7.8,7.8
3228.5,-155.698947,-224.824875,18.8994593,7.8,7.8
3228.6,-155.733588,-232.544297,25.0144398,7.8,7.8
3228.7,-146.952853,-221.053131,17.522291,7.8,7.8
3228.8,-152.63563,-195.657262,6.76829378,7.8,7.8
3228.9,-155.665853,-173.421102,-0.699917777,7.8,7.8
3229.0,-153.986491,-164.503548,-12.6627463,7.8,7.8
3229.1,-157.620277,-153.6075,-22.5263264,7.8,7.8
3229.2,-159.613734,-176.800195,-9.99427825,7.8,7.8
3229.3,-161.099144,-202.180918,2.04065719,7.8,7.8
3229.4,-171.275788,-190.685438,-4.85830387,7.8,7.8
3229.5,-170.695432,-175.127253,-9.96162085,7.8,7.8
3229.6,-170.140081,-159.150951,-14.2088094,7.8,7.8
3229.7,-166.457979,-140.662197,-28.1168215,7.8,7.8
3229.8,-158.562485,-130.5562,-27.6437338,7.8,7.8
3229.9,-157.55986,-146.420318,-19.050292,7.8,7.8
3230.0,-168.504063,-161.482642,-8.6614967,7.8,7.8
3230.1,-171.144752,-166.682193,-0.592092199,7.8,7.8
3230.2,-171.465357,-161.390069,2.04944727,7.8,7.8
3230.3,-167.910606,-141.205348,-10.5890609,7.8,7.8
3230.4,-166.210015,-137.636018,-11.3905419,7.8,7.8
3230.5,-167.834012,-125.298022,-11.5358935,7.8,7.8
3230.6,-170.546974,-119.400091,-18.1690506,7.8,7.8
3230.7,-166.949348,-110.083927,-17.8142343,7.8,7.8
3230.8,-167.403503,-113.762724,-19.0757942,7.8,7.8
3230.9,-163.157505,-116.020419,-16.8218769,7.8,7.8
3231.0,-157.859468,-124.474846,-16.0041504,7.8,7.8
3231.1,-153.001201,-112.378571,-11.7869917,7.8,7.8
